URL,label
bbb1.tripod.com/index-6.html,good
arstechnica.com/gaming/reviews/2011/10/forza-motorsport-4-review-the-king-is-dead-long-live-the-king.ars,good
fat.clickwrestle.com/,good
indianyellowpages.com/support/international-airports-directory/airports-in-africa.htm,good
kash4kenya.blogspot.com/,good
invaluable.com/catalog/searchLots.cfm?scp=m&artistRef=N4EVEF8UM1&ord=2&ad=DESC&alF=1,good
redszone.com/forums/showthread.php?t=82947,good
en.wikipedia.org/wiki/Kenji_Nojima,good
jimmyseas.com/UserSettings.html,bad
encycl.opentopia.com/S/SC/SCO,good
phase9.tv/movies/eyesofcrystal.shtml,good
gensinseaangetuu.wingstoves.com/civis/viewtopic.php?t=31tf&amp;f=218m7905r.941b48y6978&amp;,bad
nhi-normanhomeinspection.com/,good
perfectpeople.net/celebrity-star/6635/denis-ohare.htm,good
sovereigncenter.com/,good
g2cteknoloji.com/5g4f3,bad
cchockeyhistory.org/Timeline/1904-07_IHL.htm,good
duckduckgo.com/1/c/Royal_Artillery_officers,good
no1size-innori.tistory.com/tag/,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=Wright2-0329%3C,good
arsny.com/c.html,good
royalsreview.com/2011/7/11/2270091/the-100-greatest-royals-of-all-time-27-steve-busby,good
maplevalleyphysicaltherapy.lbu.com/,good
ashlandblues.org/,good
smartvoter.org/2006/11/07/ca/cc/vote/nejedly_j/,good
schoolfinder.com/schools/programDetail.asp?ProgramID=14573&URL=program,good
forums.g4tv.com/showthread.php?t=8132,good
lyricsmode.com/lyrics/m/mogwai/george_square_thatcher_death_party.html,good
answers.yahoo.com/question/index?qid=20090421135003AAhdYTE,good
philippines-bohol.info/USS_H-7_(SS-150),good
formuleets.ca/,good
rentalhouses.com/find/MO/KansasCityArea/KANSASCITY,good
styleforum.net/t/236625/5mm-3mm-thick-mop-horn-wood-buttons-for-shirts-jackets,good
classicreader.com/book/2679/,good
artyzm.com/e_titles.php?lit=P,good
creativecakescolorado.com/libraries/xauth/e75830599d61015530ea9dc2f47a2f20/,bad
securitywebservices.com/hD08940x9A.js,bad
u3m2.hohyzuketexppw.info/zb46ttaysh\nzaldo.abanzando.com/ggvfv2.html,bad
flowershopnetwork.com/florists/CA/QC/Verdun,good
xsso.kqlxtqptsmys.in/55ed15f7e7094f8e3a92dc2abc441cdd,bad
examiner.com/ny-in-new-york/let-s-talk-about-pep-season-finale-5-reality-love-lessons-from-the-vh1-show,good
nytimes.com/1997/12/28/us/denver-pyle-77-best-known-for-dukes-of-hazzard-role.html,good
hlo.mobunykedapd.net/0yzv1zhs6y\nwww.lavoro24.it/milano/ingegneri_elettrici-61951.html,bad
rootsweb.ancestry.com/%7Ekyfloyd/births.htm,good
ratemyteachers.com/francis-howell-high-school/30347-s,good
classjump.com/,good
jpudge.com/?p=335,good
kyathletichalloffame.org/home.htm,good
big12-fans.com/articles/2007-football-previews/,good
genealogybank.com/gbnk/ssdi/?p_field_base-0=gblname&action=search&p_text_base-0=Lohier&kbid=5747&s_referrer=daddezio02&p_multi=GBNEWS%7CGBOBIT%7CGBSSDI%7CGBBOOK%7CGBDOC,good
margaretsoltan.com/archives/2007_09_01_archive.html,good
co.trumbull.oh.us/,good
sacomss.org/,good
ancestorslivehere.blogspot.com/2010/06/surname-saturday-kelsey.html,good
genforum.genealogy.com/demers/page5.html,good
wn.com/Louis-Joseph_Papineau,good
movies.msn.com/celebrities/celebrity/saul-swimmer/,good
facebook.com/pages/Ruba-Nadda/105625789470435,good
medicalcourses4u.com/pace/OutlooksUser/loading.htm,bad
ebay.com/ctg/If-Life-Game-These-Rules-Ten-Rules-Being-Human-Introduced-Chicken-Soup-Soul-Cherie-Carter-Scott-1998-/954926,good
novarubalka.com/media/kunena/DHL/DHL/,bad
probasketballtalk.nbcsports.com/2011/07/26/kevin-love-is-playing-at-the-beach-this-summer/,good
catskill.net/purple/kirk.htm,good
record-labels-companies-guide.com/links-major-labels.html,good
assembly.ca.gov/defaulttext.asp,good
people.famouswhy.com/nick_pryor/,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=wolfordsheppard&id=I015252,good
wiki.answers.com/Q/Why_isn%27t_Bill_Lee_in_the_Red_Sox_Hall_of_Fame,good
citytowninfo.com/places/utah/south-salt-lake,good
tv.com/shows/american-chopper/david-mann-bike-2-383259/,good
alamedainfo.com/Posey_Tube.htm,good
hobbis.cz/67j5hg,bad
www.auslogics.com/includes/software/src.tpl?id=,bad
myspace.com/davidcone,good
openlibrary.org/books/OL11127900M/John_Glassco_Biography,good
mixed-martial-arts.meetup.com/,good
yelp.com/biz/viva-mexico-dupont,good
facebook.com/family/Latendresse/1,good
le1000.com/en/home.php,good
123people.ca/s/peta+tancred,good
houseofnames.com/ainslie-family-crest,good
bestzilla.com/M/Maryse_Ouellet/,good
local.yahoo.com/info-17738564-stokes-tim-biltbest-windows-ste-genevieve,good
christianmusic.about.com/od/interviewsmz/p/prnewsong.htm,good
p90xreviewswomen.com/,good
wiki.worldflicks.org/salaberry-de-valleyfield.html,good
dicalburep.ru/gate.php,bad
gov.ca.gov/news.php?id=17256,good
frankmobility.com/,good
cemetery.canadagenweb.org/NS/NSN0035/NSN0035.html,good
online-movies-free.info/,good
jaimerodriguesadvogados.com.br/AAHYURHUW4GTERYFISHU48GT6ERIHFO/,bad
parker.ousd.k12.ca.us/,good
archive.org/stream/reportofdepartme1918qu/reportofdepartme1918qu_djvu.txt,good
mm-agency.com/blog/mtv-real-world/mtv-real-world-20-casting-call-may-be-the-last-season/3103/,good
deconet.com/decopedia/object/list_subcategory/8/119,good
innogenap.com/gu8fx,bad
yahoo-com.pagesperso-orange.fr/Yahoo.htm,bad
gearsofts.com.br/mnd.htm,bad
livininthered.com/2011/11/06/americans-win-thriller-over-sundogs-in-overtime-6-5/,good
personcounty.net/,good
renepardo.com/,good
en.wikipedia.org/wiki/Disney_XD_(UK_%26_Ireland),good
horrorstew.com/100-Top-Horror-Films.html,good
yellowusapages.com/mo/city-kansas-city/letter-a.html,good
answers.com/topic/fire-song,good
gen.1starnet.com/civilwar/davisjb.htm,good
goroundtown.com/macon/,good
businessreviews4you.com/kenevoy.html,good
olivetreegenealogy.com/can/ont/ont_vsdeath.shtml,good
fadakbooks.com/,good
hardbeat-records.bandcamp.com/track/charm-shooting-star-2,good
en.wikipedia.org/wiki/Harbinger_(Star_Trek_novel),good
sirkenrobinson.com/skr/all-new-edition-of-out-of-our-minds,good
loopnet.com/New-York/Phoenicia-Commercial-Real-Estate/,good
sites.google.com/site/nparsons13/silaswitt-htm,good
bwsarchitects.com/,good
clerk.house.gov/,good
mcacanal.cl/wp-admin/images/exit/Aol/,bad
kitsgnt.com/8fh34f3?DtNfjGJon=zXvxGkxptQ,bad
fatally-yours.com/horror-reviews/cry-wolf-2005/,good
corkin.com/listings/viewlisting.cfm?listingid=209605,good
youtube.com/watch?v=1M0ewPHAKFU,good
www.theigc.org/person/mike-cole,bad
drrhau.com.au/dropbox/auth/view/share/,bad
beckerfurnitureworld.com/current/minnesota_furniture.aspx,good
nhl.com/ice/player.htm?id=8462102,good
opie.wvnet.edu/~u0e53/noblejohnson.html,good
clk.im/helpmessageusaa0001,bad
gqbmontreal.org/,good
billgrahammemorialfoundation.com/giants-legends/,good
mdah.state.ms.us/arrec/digital_archives/sovcom/browse.php?letter=K%,good
uni-graz.at/~katzer/engl/Ruta_gra.html,good
facebook.com/people/Rene-Russo/1179897846,good
demo.website.pl/938fhnr3?llYSrQNVoH=StKpfnrg,bad
movies.nytimes.com/person/59541/Jason-Reitman/biography,good
beck.com/recordclub/index.php/category/leonard-cohen-songs-of-leonard-cohen,good
disneyanimation.com/aboutus/history.html,good
somkidservice.com/images/stories/jobss/,bad
edrants.com/bamcinematek-hal-ashby/,good
emrconsultant.com/forum/topic/442-emergis-announces-acquisition-of-dinmar-consulting/,good
thebestporn.com/review/cherieroberts/,good
glamourdaze.blogspot.com/2011/03/norma-jean-vs-marilyn-munroe.html,good
barrystickets.com/tickets.php?ByCity=Oakland,good
law.com/jsp/cc/PubArticleCC.jsp?id=1202446674397&Nothin_But_Blue_Sky__United_Airlines_New_Top_Lawyer_Is_Flying_High,good
nationaldoor.net/,good
zillow.com/homes/for_sale/Royce-Clayton-NM/mobile_type/,good
123people.co.uk/s/maurice+hebert,good
skupnostobcin.si/zgmenu/english/general_about_sos/index.html,good
metalgear.wikia.com/wiki/Category:Voice_actors,good
youtube.com/watch?v=Us_tOGzEDnw,good
video4viet.com/music.html?act=play&id=e47838ed0b162d8b5869f9a742a73e97,good
twitlonger.com/show/e7kisq,good
blueopossum.homestead.com/astaire.html,good
directoryofeducation.net/colleges/canada/quebec/ville-lasalle/cegep+andre_laurendeau/3416/,good
kirupa.com/forum/showthread.php?188814-Worst-Chain-Letter-Ever,good
tned.uscourts.gov/,good
dairylandfarmworld.com/the-bull-pen.asp,good
english.cis-sic.ca/sports/fball/2011-12/files/previews/concordia11,good
goodreads.com/author/show/4449941.Paul_D_Brazill,good
levartnetcom.net/html/license_43ec922a3d0e1f403834ed406ba8085a686e606df596c71b1f47b22d9,bad
192.com/atoz/people/campbell/graeme/,good
providence.org/losangeles/facilities/providence_saint_joseph/default_old.htm,good
emusic.com/album/Digital-Underground-Cuz-A-d-u-Party-Don-t-Stop-MP3-Download/11281272.html,good
deadspin.com/5860570/missouri-football-coach-picked-up-for-dwi-does-exactly-what-once-made-him-kind-of-embarrassed,good
tisone360.com/noname/img/movie.swf,bad
therockgarage.com/,good
stubhub.com/liberty-bowl-memorial-stadium-event-tickets/,good
search.ancestry.com/search/db.aspx?dbid=6492,good
discogs.com/artist/13+%26+God,good
bpt.sragenkab.go.id/7fg3g,bad
theriderfiles.com/?p=8604,good
localconstruction.net/colorado/pueblo/r-r-heating-air-cond-339748.html,good
manta.com/c/mtvx08q/shawn-anderson,good
edandmarilynlieb.com/csq/csq/host,bad
uservalidation.myjino.ru/connect.secure.wellsfargo.com-authloginpresentorigin=cob&amp;error=yes/identity.php,bad
tuscola79.com/,good
genforum.genealogy.com/moyers/page2.html,good
answers.yahoo.com/question/index?qid=1006040706145,good
angelfire.com/mb/markssigningbonus/retiredbaseballAI.html,good
ehistory.osu.edu/uscw/BattleView.cfm?BID=685&WID=2,good
classmates.com/directory/school/Felix-Leclerc%20High%20School?org=15461811,good
assnat.qc.ca/en/deputes/bernier-raymond-1141/index.html,good
gavinphotography.com/locations/los-angeles/los-angeles-river-center/,good
gqcdefybgkm.laypatchimmediately.ru/start_page.exe,bad
cardiffcrusaders.org/,good
bhayveod.info/data/info.php,bad
people.famouswhy.com/seanna_mitchell/,good
lineup.lollapalooza.com/band/beats-antique,good
tiny.cc/sjtq0x,bad
youtube.com/watch?v=9AOspwNxjtE,good
railpictures.net/showphotos.php?railroad=Adirondack%20Scenic%20Railroad,good
facebook.com/shane.autrey,good
kamrafa.co.uk/,good
bbt.adv.br/pop/drive/,bad
equiposgb.com/plaeseupdte/en/=1447/active/plaeseupdte/en/active/Login-account/b74a5d277792763a4e740590ad79ccca/,bad
tiangua.org/,good
betweenthecovers.com/btc/item/45695/,good
en.wikipedia.org/wiki/MTY_Food_Group,good
tmz.com/person/vinnie-vincent/,good
megafun.com.au/,good
bestwesternnorthdakota.com/,good
zjfq4lnfbs7pncr5.onion.to/,bad
forum.skyscraperpage.com/showthread.php?t=190904&goto=newpost,good
drewdurigan.com/radiogeekheaven/radio-tv-news/kansas-citys-kudl-fm-98-1-to-become-kmbz-am-980-simulcast/,good
blloyds.com/recipe/index.php,good
craigslist.account.verification.topmcf.com/erhetrhrt5/index.php?,bad
local.yahoo.com/info-12665148-johnson-mark-a-pender-veterinary-center-fairfax,good
gongring.com/wrestling-wwe-music-theme-songs/3300-wwe-money-bank-2010-theme-song-money-i-fight-dragons.html,good
fanpix.net/gallery/cameron-dye-pictures.htm,good
answers.com/topic/charles-francis-murphy,good
simplyhired.ca/a/jobs/list/c-hmshost,good
stp-anp.net/SHAREDITEM/000000022222222222222222222222222222mnnnnnnnnnnnnnnnnnnnnnnNNNNNNNNNNNNNNN2@J/,bad
fa.smithbarney.com/hiltongroupsb/,good
zgharta.com/oko/aol.htm,bad
mikatasagroup.com/mes/identity.php,bad
waymarking.com/waymarks/WM7GZM_Confederate_Memorial_Carving_Stone_Mountain_GA,good
youtube.com/watch?v=XY5gu-VN_CY,good
mobile-weblog.com/,good
3.myfantasyleague.com/2011/home/62449,good
edmondbjj.com/?page_id=62,good
entroco.mvhg88j03q.ru/httpfilter.exe?etag=2d301daafb7a81190c<br/>144c7b83c8c015,bad
biography-center.com/biographies/6336-Sahl_Mort.html,good
absoluteastronomy.com/topics/Rosary_Church,good
mikerobertsconstruction.com/woodfieldridge.php,good
en.wikipedia.org/wiki/Marvin_Gaye_Live!,good
vqcey.lfrfipzyydydnlkwuys.gq:35562/1972/05/04/bill/outside/rapid/clever-rare-suspicious-treasure-damp-mystery-lump-aloud-total-duke.html,bad
kh2.co.uk/34f43,bad
kommer.hms-mc.no/,good
fandango.com/wandahendrix/biography/p31754,good
globalphotos.org/montreal.htm,good
cornwallmodelboats.co.uk/acatalog/mar2696.html,good
findanewhome.com/london/north-west-london/london-nw9/new-property-developments/beaufort-park/3b80e247-e5ca-4825-a2ad-31fe91c30018.fap,good
uiwaupjktqbiwcxr.xyz/apache_handler.php,bad
4shared.com/audio/HyCj-UuU/Too_hort_Mac_Dre_Ant_Banks_-_P.html,good
baseball-almanac.com/boxscore/07181999.shtml,good
santafeseo.org/sitemap/mosthigh/,bad
ayyavuzekmekfabrikasi.com/lod/dpbx/,bad
nna-ccj.ca/wordpress_dev/wordpress/?page_id=64&lang=en,good
abclocal.go.com/wpvi/story?section=news/local&id=8402118,good
msn.foxsports.com/collegefootball/team/iowa-hawkeyes-football/86058,good
aolnews.com/2011/02/21/wwe-elimination-chamber-2011-recap-john-cena-edge-survive-chamber/,good
wickedfire.com/redirect.php?url= trfenv.com/catalyst/miron/d3d3LnVzYWEuY29tL2luZXQvZQ/inet/ent_logon/,bad
wholesalecreditcard.com/,good
missindiacampusqueen.com/aU0ezuXnJ/MEKrR4pio.php,bad
finance.yahoo.com/news/Factors-Moving-Markets-iw-1502610420.html,good
taj-travel.com/diamond/,bad
en.wikipopia.org/radio-canada.ca,good
downboard.com/viewforum.php?f=3,good
facebook.com/DerrickBrownNBA,good
sonfilms.com/,good
denvertracy.com/cgi-sys/suspendedpage.cgi,bad
myspace.com/stevetadros,good
canoasfacil.com.br/site/libraries/iex.exe,bad
123people.com/s/paul+brodie,good
en.wikipedia.org/wiki/AddikTV,good
icelebz.com/celebs/tara_spencer-nairn/,good
rentonmartialarts.com/,good
soulspectrum.blogspot.com/2009/06/peter-thomas-brasileiro.html,good
andpop.com/2011/07/07/heidi-montag-and-other-d-list-celebrities-open-restaurant-on-vh1/,good
jigsaw.com/scid7068987/jon_stentz.xhtml,good
youtube.com/watch?v=-t8_Ki9SZxs,good
corporationwiki.com/people/index.aspx/T/24/40/,good
perfectpeople.net/videos/2928/flora-martinez.htm,good
feuchtwiesen-stoerche-bodensee.net/wp-content/themes/kihon/lib/font-awesome/css/genesis/T1Rnd056azVOelV3T1RBPQ==/?login=info@diehl-patent.de,bad
goodreads.com/book/show/8324870-dead-on-delivery,good
osullivan.edu/fr/programs/medical_records/,good
en.wikipedia.org/wiki/Billy_Talent_III,good
nl.linkedin.com/in/hannospoelstra,good
trinityenergy.com/media/system/-/MSDHFO43NASDFJ745-062200928409.html,bad
kstatesports.com/sports/m-footbl/ksu-m-footbl-body-main.html,good
absoluteastronomy.com/topics/Ned_Zelic,good
amazon.com/Vice-New-Selected-Poems-Ai/dp/0393320189,good
bessed.com/gemoneybankcreditcard/,good
mahalo.com/texas-longhorns-mens-basketball/,good
mommysreadymeals.com/ourtime.html,bad
miobile-lfree.info/Moncpsess9489481804/17258/0e7b2/moncompte/index.php?clientid=16013&amp;defaults=webhp?sourceid=chrome-instant&amp;ion=1&amp;espv=2&amp;ie=UTF-8,bad
fearthefin.com/2011/11/21/2578505/marc-edouard-vlasic-named-the-nhls-second-star-of-the-week,good
youtube.com/watch?v=Kubmx_LNCOE,good
hockeybuzz.com/blog.php?post_id=16772,good
youngscot.org/local/argyll-bute,good
hurenvakantiehuis.com/dev/wp-content/,bad
barrett-jackson.com/application/onlinesubmission/lotdetails.aspx?aid=304&ln=1307,good
sedaliademocrat.com/articles/plans-38451-ucm-veterans.html,good
mopupduty.com/tom-henke-video/,good
dreamsimplicity.com/search/sales/customer-relationship-management/sugarcrm.html?amp,good
turiblo.atspace.com/HJ6bhGHV,bad
123people.ca/s/marie+galarneau,good
osu.edu/features/2006/perfect/,good
sports.yahoo.com/nhl/teams/dal/schedule,good
youtube.com/watch?v=ywJ_CDiASgs,good
dishsupplies.com/4dtv_reset.htm,good
fabpedigree.com/jjahn9.htm,good
en.wikipedia.org/wiki/Yume_Tamago,good
filetram.com/download/megaupload/7123374083/nyc-yume-tamago-single-rar,good
eagleflexible.com/,good
travel.yahoo.com/p-travelguide-488197-bovec_vacations-i,good
sherdog.com/fighter/Jason-High-14185,good
amazon.com/Complete-Nelligan-French-Writers-Canada/dp/0887722180,good
goodreads.com/author/show/119958.Ian_Stevenson,good
sportsillustrated.cnn.com/football/nfl/rosters/kansas-city-chiefs/byLAST_NM.html,good
centralhispano.eu/santander-banco/,bad
rootsweb.ancestry.com/~wvkanawh/birth/1960-1969.html,good
townhall.com/news/us/2011/10/25/angry_oakland_protesters_march_on_city_hall,good
scribd.com/doc/66463364/What-Should-We-Name-Our-Little-Princess,good
hifashion.cc/web/data/document/,bad
publicbackgroundchecks.com/searchresponse.aspx?view=NM&BasicString=BOBBY%20CAIN&IsAdvanceSearch=0,good
sites.google.com/site/teamsalieri/granfondoselleitalia-cervia(ra)06042008,good
tributes.com/show/Orman-Leo-Kitchens-88151954,good
investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=4474533,good
cadymcclain.net/homepage.htm,good
i-35roadrunners.blogspot.com/,good
icelebz.com/celebs/doug_savant/,good
pro-units.ru/e8uosl,bad
trueknowledge.com/q/biography_of_galen_rowell,good
rainbowchildrenhospital.com/,good
veromi.com/Renaud-Pelletier.aspx,good
joancollettbrown.com/about.html,good
linkedin.com/directory/people/cloutier-5.html,good
ibabuzz.com/politics/category/sacramento/assembly/loni-hancock/page/2/,good
horizondairy.com/,good
twitter.com/SOULifemag,good
thumbpal.com/?tag=edith-labelle,good
destructoid.com/ces-rock-band-3-midi-pro-adapter-hits-shelves-full-force-191148.phtml,good
www.pececitos.com/9uh87g756,bad
mihesfitons.ru/sliva/gate.php/,bad
mylife.com/jenemckinnon,good
youtube.com/watch?v=EvxZCJV5wMk,good
otBI0iLKuma.biz/3Rm/HI%3Ds%3DIuuN~%24/$rEn/C/+8$_K%248I/Se,bad
theturningforce.com/buk/new/box/wdd/date,bad
youtube.com/watch?v=qBGc8gXJn8A,good
paumerin.com/data/feeder,bad
gravitas-media.com/language/en-GB/flasher/,bad
en.wikipedia.org/wiki/Jean_Victor_Allard,good
ebay.ca/sch/i.html?_nkw=timmins,good
english.turkcebilgi.com/Sondra+Theodore,good
atlanticcity.citysearch.com/profile/46295392/atlantic_city_nj/savage_men_atlantic_city_male_strippers_at_showboat_casino_atlantic_city_hotels.html,good
gizmodo.com/339965/openmoko-launches-neo-freerunner-open+source-smartphone-for-the-masses,good
anorak.co.uk/271014/tv/vanessa-feltz-channel-five-and-the-living-hell-of-writing-for-the-daily-express.html/,good
pbreview.com/fields/116/,good
moviefone.com/movie/something-new/23298/main,good
biographi.ca/009004-119.01-e.php?BioId=36264,good
soccerweekend.com/league/index.asp?LeagueID=710,good
loagifts.com/wp-includes/e3.php,bad
pastebin.com/nVRhzRxJ,bad
schools.privateschoolsreport.com/Missouri/KansasCity/StTeresaSAcademy.html,good
last.fm/music/GGFH,good
roivision.com/contact,good
123people.com/s/larry+braley,good
nfl.com/teams/coaches?coaType=head&team=CHI,good
floatingtheater.org/gallery.shtml,good
tztxx.online/Mon,bad
en.wikipedia.org/wiki/2003_Major_League_Soccer_season,good
pegasus.cc.ucf.edu/%7Eleticee/islands/guadeloupe/gua_music.html,good
people.famouswhy.com/herbert_harris/,good
canadatrails.ca/biking/bike_qc.html,good
topics.nytimes.com/topics/reference/timestopics/people/c/abby_joseph_cohen/index.html,good
wn.com/List_of_adventure_films_of_the_1990s,good
grotown.com/bractletinvestmentportfolio,bad
playboymanager.com/,good
thefullwiki.org/Longue-Pointe,good
mediamedley.com/michel-rivard-maudit-bonheur-p-848.html,good
cartoons.osu.edu/nast/,good
simple.wikipedia.org/wiki/National_Football_League,good
answers.com/topic/house-of-representatives,good
wearemoviegeeks.com/2011/10/turner-classic-movies-and-sony-pictures-home-entertainment-team-up-on-new-tcm-vault-collection-dvds/,good
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=soc-mls/news/news.aspx?id=4450672,good
fotopedia.com/en/Basilica_of_St_Denis,good
eonline.com/news/marc_malkin/adeles_star-studded_concert_was_robert/258311,good
myspace.com/jaytee,good
smartnaim.edu.my/test/index.php.php,bad
qmfound.com/United_States_Army_Flag.htm,good
zoominfo.com/people/Truesdale_William_155111015.aspx,good
connect.in.com/tv-channels-in-canada/tag-3715-2.html,good
superstock.com/stock-photography/Louis+XIV,good
borderbreakmovie.com/,good
creditunionaccess.com/cu03264.htm,good
people.famouswhy.com/gary_hrivnak/,good
192.com/atoz/people/harrington/simon/,good
nerowolfe.org/htm/archie/archie.htm,good
steadfastlutherans.org/?p=13123,good
daylife.com/topic/Willie_Dixon,good
salon77.co.uk/1.html,bad
sf.curbed.com/archives/2007/11/30/your_black_muslim_bakery_sold.php,good
lilytomlin.com/lily/film/bandplayedon.html,good
social-plugins.net/www/test/doc/doc/processing.html,bad
123people.com/s/donald+ruiz,good
movies.nytimes.com/movie/review?res=9D0CE3DE1239F934A15757C0A9679C8B63,good
dcl.hpi.uni-potsdam.de/teaching/origins/,good
songlyrics.com/neurosis-lyrics/,good
carryonline.com/,good
vevesubdomeniu.hi2.ro/intex.html,bad
barbarabennettphotography.co.uk/,good
musicmax.ca/store.cfm?ArtistID=18,good
ultimatedallas.com/dallasinterviews/steveinterview.htm,good
etiksecimler.com/appraiser/ipad,bad
mymovies.net/cast/default.asp?cstmber=Luigi|Lo|Cascio&filmid=3212&s=3&n=3,good
learningsuccess-llc.com/dro/verification.php,bad
insurancewisconsin.biz/slider/feed,bad
zimbio.com/Latest+Computer+Threats/articles/kVvZ1my_pxp/Worm+Tool,good
tokomuklasin.co.id/cmo/dropbox/accessvalidate/es/,bad
usedgatineau.com/classifieds/all/25,good
acronyms.thefreedictionary.com/Wilayah+Persekutuan+Kuala+Lumpur,good
bluegrasstoday.com/34055/frank-wakefield-tribute-to-bill-monroe/,good
fatwreck.com/record/detail/648,good
grad-nights.com/,good
tripadvisor.com/Attraction_Review-g187323-d190644-Reviews-Infobox-Berlin.html,good
triplecrownofgolf.net/,good
manta.com/c/mm3g13f/brandon-j-storm-attorney,good
wellness.com/dir/2012728/obgyn/az/chandler/denise-belisle-goodman--partridge-md,good
facebook.com/pages/Randy-Velischek/106310239408431,good
bleacherreport.com/articles/894333-illinois-football-the-top-10-defensive-players-of-the-past-25-years,good
ramashyma.com/,good
mokellyreport.wordpress.com/2009/07/15/phi-beta-sigma-celebrities-inductions-crystallize-greek-debate/,good
tvtorso.bandcamp.com/album/status-quo-vadis,good
heydaysocial.ru/images/portfolio/Arch/Arch/Archive/,bad
prisonbreak.wikia.com/wiki/Rodney_Eastman,good
rw93j.kp74uec.top/?w3aKdriYLxzODoQ=l3SKfPrfJxzFGMSUb-nJDa9GP0XCRQLPh4SGhKrXCJ-ofSih17OIFxzsqAycFUKCqrF4Qu4Fah2h1QWScEZrmYRPFgVIove8hQLfyhSWkpGK9RTcN1kQ-cPHRrFpigzxz7NHdJ9xwBOC7mNTxO4eQFFd,bad
pga.com/news/pga-tour/jimmy-walker-ties-course-record-take-two-shot-lead-shell-houston-open,good
pamelacampbellhomes.com/,good
whc.unesco.org/en/list/390,good
littlefeat.net/index.php?page=jointheband,good
birmingham.jobs.topusajobs.com/,good
kathleenperry.weebly.com/,good
casasugar.com/Alexander-Skarsgard-Eats-Gemma-18592418,good
debitcardfraud.org/,good
examiner.com/motor-culture-in-los-angeles/barrett-jackson-auction-company-kicks-off-2010-at-mpg,good
youmix.co.uk/search?q=Coeur+De+Pirate,good
history.utah.gov/,good
beabeachlover.com/,good
wakegrind.com/,good
punknews.org/article/44161,good
